web-scraper-order,web-scraper-start-url,games,games-href,League,Teams,Date,ODDH,ODDD,ODDA,ODD_1X,ODD_12,ODD_X2,ODD_BthScore_Yes,ODD_BthScore_No,ODD_+25,ODD_-25
"1594828434-37","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Hoje



18:00

                    Inglaterra - Premier Lg.
                
                Burnley - Wolves
            

            
            
                

    Resultado
    
        
            
    
        Bur
        nley
    
    4,77
    


            
    
        Emp
        ate
    
    3,17
    


            
    
        Wol
        ves
    
    1,91
    


        
    


                

    Resultado duplo
    
        
            
    
        Burnley ou em
        pate
    
    1,85
    


            
    
        Burnley ou Wo
        lves
    
    1,35
    


            
    
        Wolves ou em
        pate
    
    1,19
    


        
    


                
    200
    
        apostas","https://www.betclic.pt/futebol-s1/inglaterra-premier-lg-c3/burnley-wolves-m2564456","Inglaterra - Premier Lg.","Burnley - Wolves","Hoje



18:00","4,77","3,17","1,91","1,85","1,35","1,19","2,20","1,48","2,45","1,38"
"1594828445-39","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Hoje



18:00

                    Inglaterra - Premier Lg.
                
                Newcastle - Tottenham
            

            
            
                

    Resultado
    
        
            
    
        Newc
        astle
    
    5,20
    


            
    
        Emp
        ate
    
    3,88
    


            
    
        Tott
        enham
    
    1,66
    


        
    


                

    Resultado duplo
    
        
            
    
        Newcastle ou em
        pate
    
    2,15
    


            
    
        Newcastle ou Totte
        nham
    
    1,25
    


            
    
        Tottenham ou em
        pate
    
    1,17
    


        
    


                
    200
    
        apostas","https://www.betclic.pt/futebol-s1/inglaterra-premier-lg-c3/newcastle-tottenham-m2564436","Inglaterra - Premier Lg.","Newcastle - Tottenham","Hoje



18:00","5,20","3,88","1,66","2,15","1,25","1,17","1,72","1,80","1,72","1,82"
"1594828372-25","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Amanhã


18:00

                    Inglaterra - Premier Lg.
                
                Leicester - Sheffield Utd
            

            
            
                

    Resultado
    
        
            
    
        Leic
        ester
    
    1,97
    


            
    
        Emp
        ate
    
    3,18
    


            
    
        Sheffield
         Utd
    
    3,73
    


        
    


                

    Resultado duplo
    
        
            
    
        Leicester ou em
        pate
    
    1,24
    


            
    
        Leicester ou Sheffield
         Utd
    
    1,30
    


            
    
        Sheffield Utd ou em
        pate
    
    1,70
    


        
    


                
    199
    
        apostas","https://www.betclic.pt/futebol-s1/inglaterra-premier-lg-c3/leicester-sheffield-utd-m2564435","Inglaterra - Premier Lg.","Leicester - Sheffield Utd","Amanhã


18:00","1,97","3,18","3,73","1,24","1,30","1,70","1,80","1,72","1,95","1,58"
"1594828399-30","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Hoje



20:45

                    Itália - Serie A
                
                Roma - Verona
            

            
            
                

    Resultado
    
        
            
    
        Ro
        ma
    
    1,68
    


            
    
        Emp
        ate
    
    4,13
    


            
    
        Ver
        ona
    
    4,70
    


        
    


                

    Resultado duplo
    
        
            
    
        Roma ou em
        pate
    
    1,19
    


            
    
        Roma ou Ve
        rona
    
    1,23
    


            
    
        Verona ou em
        pate
    
    2,10
    


        
    


                
    199
    
        apostas","https://www.betclic.pt/futebol-s1/italia-serie-a-c6/roma-verona-m2563538","Itália - Serie A","Roma - Verona","Hoje



20:45","1,68","4,13","4,70","1,19","1,23","2,10","1,50","2,10","1,48","2,20"
"1594828419-34","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Hoje



18:30

                    Itália - Serie A
                
                Bolonha - Nápoles
            

            
            
                

    Resultado
    
        
            
    
        Bol
        onha
    
    4,55
    


            
    
        Emp
        ate
    
    3,87
    


            
    
        Náp
        oles
    
    1,72
    


        
    


                

    Resultado duplo
    
        
            
    
        Bolonha ou em
        pate
    
    2,00
    


            
    
        Bolonha ou Náp
        oles
    
    1,25
    


            
    
        Nápoles ou em
        pate
    
    1,20
    


        
    


                
    200
    
        apostas","https://www.betclic.pt/futebol-s1/italia-serie-a-c6/bolonha-napoles-m2563544","Itália - Serie A","Bolonha - Nápoles","Hoje



18:30","4,55","3,87","1,72","2,00","1,25","1,20","1,62","1,90","1,65","1,90"
"1594828450-40","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Hoje



17:00

                    Portugal - Primeira Liga
                
                Moreirense - Paços de Ferreira
            

            
            
                

    Resultado
    
        
            
    
        Moreir
        ense
    
    3,65
    


            
    
        Emp
        ate
    
    3,17
    


            
    
        Paços de Ferr
        eira
    
    2,23
    


        
    


                

    Resultado duplo
    
        
            
    
        Moreirense ou em
        pate
    
    1,62
    


            
    
        Moreirense ou Paços de Ferr
        eira
    
    1,35
    


            
    
        Paços de Ferreira ou em
        pate
    
    1,30
    


        
    


                
    204
    
        apostas","https://www.betclic.pt/futebol-s1/portugal-primeira-liga-c32/moreirense-pacos-de-ferreira-m2563492","Portugal - Primeira Liga","Moreirense - Paços de Ferreira","Hoje



17:00","3,65","3,17","2,23","1,62","1,35","1,30","1,88","1,70","2,15","1,52"
"1594828367-24","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Amanhã


18:00

                    Inglaterra - Premier Lg.
                
                Everton - Aston Villa
            

            
            
                

    Resultado
    
        
            
    
        Eve
        rton
    
    2,01
    


            
    
        Emp
        ate
    
    3,35
    


            
    
        Aston V
        illa
    
    3,38
    


        
    


                

    Resultado duplo
    
        
            
    
        Everton ou em
        pate
    
    1,27
    


            
    
        Everton ou Aston V
        illa
    
    1,28
    


            
    
        Aston Villa ou em
        pate
    
    1,68
    


        
    


                
    200
    
        apostas","https://www.betclic.pt/futebol-s1/inglaterra-premier-lg-c3/everton-aston-villa-m2564451","Inglaterra - Premier Lg.","Everton - Aston Villa","Amanhã


18:00","2,01","3,35","3,38","1,27","1,28","1,68","1,60","1,95","1,70","1,78"
"1594828424-35","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Hoje



18:30

                    Itália - Serie A
                
                Milan - Parma
            

            
            
                

    Resultado
    
        
            
    
        Mi
        lan
    
    1,43
    


            
    
        Emp
        ate
    
    4,78
    


            
    
        Pa
        rma
    
    6,60
    


        
    


                

    Resultado duplo
    
        
            
    
        Milan ou em
        pate
    
    1,12
    


            
    
        Milan ou P
        arma
    
    1,17
    


            
    
        Parma ou em
        pate
    
    2,65
    


        
    


                
    199
    
        apostas","https://www.betclic.pt/futebol-s1/italia-serie-a-c6/milan-parma-m2563543","Itália - Serie A","Milan - Parma","Hoje



18:30","1,43","4,78","6,60","1,12","1,17","2,65","1,60","1,95","1,45","2,30"
"1594828440-38","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Hoje



18:00

                    Inglaterra - Premier Lg.
                
                Manchester City - Bournemouth
            

            
            
                

    Resultado
    
        
            
    
        Manchester 
        City
    
    1,13
    


            
    
        Emp
        ate
    
    8,50
    


            
    
        Bournem
        outh
    
    17
    


        
    


                

    Resultado duplo
    
        
            
    
        Manchester City ou em
        pate
    
    1,03
    


            
    
        Manchester City ou Bournem
        outh
    
    1,06
    


            
    
        Bournemouth ou em
        pate
    
    5,75
    


        
    


                
    196
    
        apostas","https://www.betclic.pt/futebol-s1/inglaterra-premier-lg-c3/manchester-city-bournemouth-m2564452","Inglaterra - Premier Lg.","Manchester City - Bournemouth","Hoje



18:00","1,13","8,45","16,75","1,03","1,06","5,75","1,82","1,70","1,62","1,95"
"1594828362-23","https://www.betclic.pt/futebol-s1/top-futebol-europeu-p1","Amanhã


18:30

                    Itália - Serie A
                
                Torino - Génova
            

            
            
                

    Resultado
    
        
            
    
        Tor
        ino
    
    2,14
    


            
    
        Emp
        ate
    
    3,22
    


            
    
        Gén
        ova
    
    3,22
    


        
    


                

    Resultado duplo
    
        
            
    
        Torino ou em
        pate
    
    1,30
    


            
    
        Torino ou Gé
        nova
    
    1,30
    


            
    
        Génova ou em
        pate
    
    1,62
    


        
    


                
    186
    
        apostas","https://www.betclic.pt/futebol-s1/italia-serie-a-c6/torino-genova-m2563535","Itália - Serie A","Torino - Génova","Amanhã


18:30","2,14","3,22","3,22","1,30","1,30","1,62","1,60","1,95","1,72","1,75"
