League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
Eredivisie,2020-10-21,1630,RKC Waalwijk,PEC Zwolle,2.84,3.25,2.37,1.75,1.72,1.6,1.91,1.50,None,1.38,None,2020-10-19,1335
Championship,2020-10-21,1945,Watford,Blackburn Rovers,2.02,3.35,3.5,1.91,1.6,1.75,1.72,1.26,None,1.7,None,2020-10-19,1341
Championship,2020-10-21,1945,Sheffield Wednesday,Brentford FC,3.3,3.3,2.12,1.83,1.65,1.67,1.8,1.65,None,1.28,None,2020-10-19,1341
Championship,2020-10-21,1945,Queens Park Rangers,Preston,2.45,3.15,2.82,1.87,1.63,1.65,1.83,1.38,None,1.47,None,2020-10-19,1341
Championship,2020-10-21,1945,Stoke City,Barnsley FC,2.04,3.2,3.6,1.95,1.57,1.75,1.72,1.24,None,1.7,None,2020-10-19,1341
Championship,2020-10-21,1945,Cardiff,Bournemouth,2.96,3.1,2.37,1.9,1.61,1.67,1.8,1.50,None,1.35,None,2020-10-19,1341
Bundesliga,2020-10-23,1930,Estugarda,Colonia,2.04,3.6,3.2,1.53,2.12,1.45,2.25,1.30,None,1.7,None,2020-10-19,1337
Serie_A,2020-10-23,1945,Sassuolo,Torino,1.61,4.25,4.5,1.42,2.35,1.47,2.2,1.16,None,2.18,None,2020-10-19,1350
Championship,2020-10-23,1945,Nottingham Forest,Derby County,2.0,3.35,3.55,2.02,1.53,1.83,1.65,1.25,None,1.72,None,2020-10-19,1341
Ligue_1,2020-10-23,2000,Rennes,Angers,1.75,3.4,4.6,1.87,1.63,1.75,1.72,1.16,None,1.95,None,2020-10-19,1339
Premier_League,2020-10-23,2000,Aston Villa,Leeds United,2.35,3.35,2.8,1.7,1.85,1.55,2.05,1.38,None,1.53,None,2020-10-19,1351
La_Liga,2020-10-23,2000,Elche CF,Valencia,3.25,3.15,2.2,2.05,1.55,1.83,1.72,1.60,None,1.3,None,2020-10-19,1346
RFPL,2020-10-24,1200,Dinamo Moscovo,PFC Sochi,1.95,3.3,3.7,1.95,1.55,1.78,1.67,1.23,None,1.72,None,2020-10-19,1345
La_Liga,2020-10-24,1200,CA Osasuna,Athletic Bilbao,2.86,2.78,2.7,2.52,1.36,2.04,1.57,1.40,None,1.36,None,2020-10-19,1346
Championship,2020-10-24,1230,Watford,Bournemouth,2.2,3.15,3.25,2.02,1.53,1.78,1.7,1.30,None,1.6,None,2020-10-19,1341
Premier_League,2020-10-24,1230,West Ham,Manchester City,7.05,5.05,1.35,1.36,2.54,1.55,2.05,2.92,None,1.06,None,2020-10-19,1351
Serie_A,2020-10-24,1400,Atalanta,Sampdoria,1.38,4.95,6.55,1.28,2.86,1.42,2.35,1.07,None,2.82,None,2020-10-19,1350
Bundesliga,2020-10-24,1430,Mainz 05,Borussia Monchengladbach,4.6,3.9,1.65,1.5,2.19,1.5,2.16,2.11,None,1.16,None,2020-10-19,1337
Bundesliga,2020-10-24,1430,1. FC Union Berlin,Friburgo,2.2,3.35,3.05,1.7,1.85,1.55,2.05,1.33,None,1.57,None,2020-10-19,1337
RFPL,2020-10-24,1430,Zenit Sao Petersburgo,Rubin Kazan,1.4,4.65,6.6,1.55,1.95,1.75,1.7,1.07,None,2.72,None,2020-10-19,1345
Bundesliga,2020-10-24,1430,RB Leipzig,Hertha Berlin,1.42,4.65,6.2,1.35,2.56,1.47,2.2,1.08,None,2.64,None,2020-10-19,1337
Bundesliga,2020-10-24,1430,Bayern Munique,Eintracht Frankfurt,1.19,6.8,11.0,1.18,3.55,1.47,2.2,1.02,None,4.15,None,2020-10-19,1337
Premiership,2020-10-24,1500,Motherwell FC,Ross County,1.83,3.5,4.05,1.75,1.72,1.67,1.8,1.20,None,1.88,None,2020-10-19,1344
Premiership,2020-10-24,1500,St Mirren,Hamilton Academical,2.05,3.4,3.3,1.91,1.6,1.75,1.72,1.28,None,1.67,None,2020-10-19,1344
Championship,2020-10-24,1500,Coventry City,Blackburn Rovers,3.1,3.2,2.25,1.75,1.72,1.57,1.95,1.57,None,1.32,None,2020-10-19,1341
Premiership,2020-10-24,1500,FC St Johnstone,Dundee United,1.9,3.45,3.8,1.95,1.57,1.8,1.67,1.23,None,1.8,None,2020-10-19,1344
Championship,2020-10-24,1500,Reading,Rotherham,1.95,3.4,3.65,1.91,1.6,1.75,1.72,1.24,None,1.75,None,2020-10-19,1341
Championship,2020-10-24,1500,Cardiff,Middlesbrough,2.25,3.05,3.2,2.05,1.5,1.78,1.7,1.30,None,1.55,None,2020-10-19,1341
Championship,2020-10-24,1500,Huddersfield,Preston,2.74,3.1,2.54,1.87,1.63,1.65,1.85,1.45,None,1.4,None,2020-10-19,1341
Championship,2020-10-24,1500,Millwall FC,Barnsley FC,2.1,3.2,3.5,1.9,1.6,1.7,1.78,1.26,None,1.67,None,2020-10-19,1341
Championship,2020-10-24,1500,Norwich City,Wycombe,1.28,5.0,10.0,1.53,2.02,1.9,1.61,1.03,None,3.35,None,2020-10-19,1341
Championship,2020-10-24,1500,Queens Park Rangers,Birmingham,2.33,3.15,3.0,1.9,1.6,1.67,1.8,1.35,None,1.53,None,2020-10-19,1341
La_Liga,2020-10-24,1500,Barcelona,Real Madrid,2.14,3.5,3.05,1.63,1.95,1.5,2.13,1.32,None,1.63,None,2020-10-19,1346
Championship,2020-10-24,1500,Stoke City,Brentford FC,2.86,3.2,2.4,1.83,1.65,1.63,1.87,1.50,None,1.36,None,2020-10-19,1341
Championship,2020-10-24,1500,Sheffield Wednesday,Luton Town,1.85,3.5,3.95,1.87,1.63,1.75,1.72,1.21,None,1.85,None,2020-10-19,1341
Premier_League,2020-10-24,1500,Fulham,Crystal Palace FC,2.76,3.05,2.58,2.02,1.57,1.75,1.8,1.44,None,1.38,None,2020-10-19,1351
Championship,2020-10-24,1500,Bristol City,Swansea City,2.52,3.25,2.68,1.87,1.63,1.65,1.83,1.42,None,1.45,None,2020-10-19,1341
Eredivisie,2020-10-24,1530,VVV Venlo,Ajax,11.75,6.5,1.19,1.3,2.64,1.7,1.78,4.20,None,1.02,None,2020-10-19,1335
Ligue_1,2020-10-24,1600,FC Lorient,Marselha,3.15,3.25,2.19,1.87,1.63,1.67,1.8,1.61,None,1.31,None,2020-10-19,1339
RFPL,2020-10-24,1700,Lokomotiv Moscovo,Rotor Volgograd,1.38,4.55,7.25,1.8,1.65,2.1,1.47,1.06,None,2.78,None,2020-10-19,1345
RFPL,2020-10-24,1700,Krasnodar,Spartak Moscovo,2.2,3.45,2.98,1.63,1.83,1.53,2.0,1.35,None,1.6,None,2020-10-19,1345
Bundesliga,2020-10-24,1730,Borussia Dortmund,FC Schalke 04,1.23,5.85,10.0,1.36,2.5,1.75,1.8,1.02,None,3.8,None,2020-10-19,1337
La_Liga,2020-10-24,1730,Sevilha,Eibar,1.47,4.25,6.25,1.72,1.83,1.87,1.67,1.08,None,2.52,None,2020-10-19,1346
Premier_League,2020-10-24,1730,Manchester United,Chelsea,2.45,3.5,2.58,1.55,2.05,1.45,2.25,1.44,None,1.47,None,2020-10-19,1351
Eredivisie,2020-10-24,1745,FC Utrecht,FC Twente Enschede,1.57,4.0,5.1,1.5,2.05,1.53,2.02,1.13,None,2.25,None,2020-10-19,1335
Primeira_Liga,2020-10-24,1800,CD Santa Clara,Sporting CP,4.2,3.3,1.85,1.95,1.57,1.78,1.7,1.85,None,1.19,None,2020-10-19,1349
Eredivisie,2020-10-24,1900,Den Haag,AZ Alkmaar,6.0,4.05,1.5,1.47,2.11,1.55,2.0,2.40,None,1.09,None,2020-10-19,1335
Eredivisie,2020-10-24,1900,PEC Zwolle,Willem II Tilburg,2.4,3.5,2.62,1.6,1.9,1.47,2.1,1.42,None,1.5,None,2020-10-19,1335
Serie_A,2020-10-24,1945,Lazio,Bolonha,1.75,3.8,4.1,1.5,2.18,1.47,2.2,1.19,None,1.95,None,2020-10-19,1350
Premier_League,2020-10-24,2000,Liverpool,Sheffield United,1.26,5.9,8.5,1.36,2.52,1.72,1.83,1.03,None,3.5,None,2020-10-19,1351
Ligue_1,2020-10-24,2000,PSG,Dijon,1.06,10.0,25.0,1.11,4.05,1.95,1.57,-,None,7.55,None,2020-10-19,1339
Eredivisie,2020-10-24,2000,SC Heerenveen,FC Emmen,1.67,4.0,4.35,1.47,2.11,1.5,2.05,1.17,None,2.05,None,2020-10-19,1335
La_Liga,2020-10-24,2000,Atletico de Madrid,Betis,1.57,3.9,5.4,1.95,1.61,2.02,1.57,1.11,None,2.25,None,2020-10-19,1346
Primeira_Liga,2020-10-24,2030,FC Porto,Gil Vicente FC,1.24,6.05,9.5,1.5,2.05,2.02,1.53,1.03,None,3.7,None,2020-10-19,1349
RFPL,2020-10-25,1100,Ural Sverdlovskaya Oblast,Tambov,2.19,3.1,3.3,2.1,1.47,1.83,1.63,1.28,None,1.6,None,2020-10-19,1345
La_Liga,2020-10-25,1100,Real Valladolid,Alaves,2.33,2.76,3.5,2.80,1.3,2.25,1.45,1.26,None,1.53,None,2020-10-19,1346
Eredivisie,2020-10-25,1115,RKC Waalwijk,Feyenoord,10.0,5.55,1.25,1.33,2.52,1.65,1.85,3.55,None,1.03,None,2020-10-19,1335
Serie_A,2020-10-25,1130,Cagliari,FC Crotone,1.9,3.55,3.7,1.72,1.83,1.63,1.95,1.23,None,1.8,None,2020-10-19,1350
Premiership,2020-10-25,1200,Aberdeen FC,Celtic,6.9,3.85,1.47,1.8,1.67,1.88,1.61,2.45,None,1.07,None,2020-10-19,1344
Ligue_1,2020-10-25,1200,RC Lens,Nantes,1.95,3.3,3.8,1.95,1.57,1.78,1.7,1.22,None,1.75,None,2020-10-19,1339
Eredivisie,2020-10-25,1330,Fortuna Sittard,FC Groningen,2.86,3.25,2.37,1.7,1.78,1.55,2.0,1.53,None,1.36,None,2020-10-19,1335
Eredivisie,2020-10-25,1330,Vitesse,PSV Eindhoven,3.0,3.7,2.1,1.53,2.04,1.45,2.16,1.65,None,1.33,None,2020-10-19,1335
RFPL,2020-10-25,1330,Rostov,FK Khimki,1.67,3.55,4.95,2.0,1.53,1.91,1.57,1.14,None,2.05,None,2020-10-19,1345
Serie_A,2020-10-25,1400,Parma,Spezia,2.05,3.35,3.35,1.83,1.72,1.67,1.88,1.28,None,1.67,None,2020-10-19,1350
Premier_League,2020-10-25,1400,Southampton,Everton,2.86,3.4,2.3,1.67,1.88,1.53,2.1,1.55,None,1.36,None,2020-10-19,1351
Ligue_1,2020-10-25,1400,FC Metz,Saint-Etienne,2.4,3.25,2.82,2.04,1.53,1.78,1.7,1.38,None,1.5,None,2020-10-19,1339
Ligue_1,2020-10-25,1400,Stade Brestois 29,Estrasburgo,2.3,3.35,2.9,1.75,1.72,1.6,1.9,1.36,None,1.55,None,2020-10-19,1339
Ligue_1,2020-10-25,1400,Bordeus,Nimes,1.91,3.25,3.95,1.87,1.63,1.7,1.78,1.21,None,1.78,None,2020-10-19,1339
Bundesliga,2020-10-25,1430,Wolfsburgo,Arminia Bielefeld,1.67,3.75,4.65,1.7,1.85,1.67,1.87,1.16,None,2.05,None,2020-10-19,1337
Primeira_Liga,2020-10-25,1500,Moreirense FC,CS Maritimo,2.7,2.78,2.86,2.02,1.53,1.7,1.78,1.36,None,1.4,None,2020-10-19,1349
Premiership,2020-10-25,1500,Rangers,Livingston FC,1.18,6.25,14.25,1.44,2.19,2.1,1.47,1.02,None,4.33,None,2020-10-19,1344
La_Liga,2020-10-25,1500,Cadiz CF,Villarreal,4.5,2.92,1.95,2.25,1.45,1.95,1.61,1.75,None,1.17,None,2020-10-19,1346
Primeira_Liga,2020-10-25,1500,SC Farense,Rio Ave FC,2.96,3.2,2.33,1.95,1.57,1.72,1.75,1.53,None,1.35,None,2020-10-19,1349
Eredivisie,2020-10-25,1545,Sparta Rotterdam,Heracles Almelo,2.11,3.45,3.15,1.57,1.95,1.47,2.15,1.31,None,1.65,None,2020-10-19,1335
Ligue_1,2020-10-25,1600,Nice,Lille,3.15,3.25,2.2,1.95,1.57,1.75,1.72,1.60,None,1.31,None,2020-10-19,1339
RFPL,2020-10-25,1600,FC Akhmat Grozny,FC Ufa,1.85,3.4,4.1,2.15,1.44,2.0,1.53,1.20,None,1.85,None,2020-10-19,1345
Premier_League,2020-10-25,1630,Wolverhampton,Newcastle,1.72,3.45,4.7,1.95,1.61,1.88,1.67,1.16,None,2.0,None,2020-10-19,1351
Bundesliga,2020-10-25,1700,Werder Bremen,Hoffenheim,2.84,3.55,2.25,1.47,2.2,1.4,2.4,1.57,None,1.36,None,2020-10-19,1337
Serie_A,2020-10-25,1700,Fiorentina,Udinese,1.72,3.7,4.35,1.72,1.83,1.67,1.88,1.18,None,1.95,None,2020-10-19,1350
La_Liga,2020-10-25,1730,Getafe,Granada CF,1.75,3.15,5.15,2.72,1.31,2.45,1.38,1.12,None,1.95,None,2020-10-19,1346
Primeira_Liga,2020-10-25,1730,Famalicao,Boavista FC,2.3,3.2,3.0,1.91,1.6,1.7,1.78,1.33,None,1.55,None,2020-10-19,1349
Premier_League,2020-10-25,1915,Arsenal,Leicester,1.8,3.8,3.85,1.57,2.02,1.55,2.05,1.22,None,1.9,None,2020-10-19,1351
Primeira_Liga,2020-10-25,2000,Vitoria Guimaraes,SC Braga,2.84,3.3,2.35,1.75,1.72,1.6,1.91,1.53,None,1.36,None,2020-10-19,1349
Ligue_1,2020-10-25,2000,Lyon,Monaco,1.67,3.95,4.4,1.47,2.15,1.47,2.13,1.17,None,2.05,None,2020-10-19,1339
La_Liga,2020-10-25,2000,Real Sociedad,Huesca,1.5,4.0,5.95,2.0,1.6,2.1,1.53,1.09,None,2.37,None,2020-10-19,1346
RFPL,2020-10-26,1600,CSKA Moscovo,Arsenal Tula,1.5,3.9,6.3,1.9,1.57,2.0,1.53,1.08,None,2.4,None,2020-10-19,1345
Premier_League,2020-10-26,1730,Brighton,West Brom,1.75,3.85,4.05,1.67,1.87,1.65,1.9,1.20,None,1.95,None,2020-10-19,1351
Bundesliga,2020-10-26,1930,Bayer Leverkusen,Augsburgo,1.61,4.05,4.7,1.47,2.2,1.5,2.14,1.15,None,2.17,None,2020-10-19,1337
Premier_League,2020-10-26,2000,Burnley,Tottenham,5.3,3.9,1.57,1.67,1.88,1.7,1.85,2.25,None,1.12,None,2020-10-19,1351
La_Liga,2020-10-26,2000,Levante,Celta de Vigo,2.37,3.15,2.94,1.91,1.65,1.7,1.85,1.36,None,1.5,None,2020-10-19,1346
Primeira_Liga,2020-10-26,2015,SL Benfica,Belenenses SAD,1.11,7.6,21.0,1.42,2.25,2.4,1.36,-,None,5.6,None,2020-10-19,1349
Bundesliga,2020-10-30,1930,FC Schalke 04,Estugarda,2.94,3.4,2.25,1.67,1.88,1.55,2.05,1.57,None,1.35,None,2020-10-19,1337
La_Liga,2020-10-30,2000,Eibar,Cadiz CF,2.15,3.15,3.35,2.40,1.4,2.05,1.55,1.27,None,1.63,None,2020-10-19,1346
Premier_League,2020-10-30,2000,Wolverhampton,Crystal Palace FC,1.83,3.3,4.33,2.05,1.55,1.9,1.65,1.18,None,1.87,None,2020-10-19,1351
Premier_League,2020-10-31,1230,Sheffield United,Manchester City,10.0,5.6,1.25,1.36,2.54,1.7,1.85,3.60,None,1.03,None,2020-10-19,1351
La_Liga,2020-10-31,1300,Real Madrid,Huesca,1.26,5.4,10.0,1.53,2.11,1.95,1.63,1.03,None,3.45,None,2020-10-19,1346
Bundesliga,2020-10-31,1430,Augsburgo,Mainz 05,1.85,3.6,3.8,1.5,2.14,1.45,2.25,1.22,None,1.85,None,2020-10-19,1337
Bundesliga,2020-10-31,1430,Colonia,Bayern Munique,11.5,6.6,1.19,1.23,3.15,1.57,2.02,4.15,None,1.02,None,2020-10-19,1337
Bundesliga,2020-10-31,1430,Eintracht Frankfurt,Werder Bremen,1.78,3.8,3.9,1.45,2.25,1.44,2.3,1.21,None,1.91,None,2020-10-19,1337
Bundesliga,2020-10-31,1430,Arminia Bielefeld,Borussia Dortmund,6.45,4.5,1.42,1.5,2.19,1.63,1.95,2.64,None,1.08,None,2020-10-19,1337
Premier_League,2020-10-31,1500,Burnley,Chelsea,5.15,4.3,1.53,1.5,2.14,1.6,2.0,2.35,None,1.13,None,2020-10-19,1351
La_Liga,2020-10-31,1500,Athletic Bilbao,Sevilha,2.92,2.82,2.62,2.37,1.42,1.95,1.63,1.44,None,1.36,None,2020-10-19,1346
Bundesliga,2020-10-31,1730,Borussia Monchengladbach,RB Leipzig,2.9,3.55,2.2,1.45,2.25,1.38,2.45,1.60,None,1.36,None,2020-10-19,1337
La_Liga,2020-10-31,1730,CA Osasuna,Atletico de Madrid,4.5,3.4,1.78,2.19,1.5,2.04,1.57,1.91,None,1.17,None,2020-10-19,1346
La_Liga,2020-10-31,2000,Alaves,Barcelona,6.8,4.55,1.4,1.5,2.15,1.67,1.88,2.72,None,1.07,None,2020-10-19,1346
La_Liga,2020-11-01,1300,Betis,Elche CF,1.61,3.55,5.65,2.0,1.6,1.95,1.61,1.10,None,2.18,None,2020-10-19,1346
Premier_League,2020-11-01,1400,Newcastle,Everton,3.8,3.6,1.85,1.72,1.83,1.65,1.91,1.85,None,1.22,None,2020-10-19,1351
Bundesliga,2020-11-01,1430,Friburgo,Bayer Leverkusen,3.75,3.5,1.9,1.67,1.87,1.6,2.0,1.80,None,1.23,None,2020-10-19,1337
La_Liga,2020-11-01,1500,Celta de Vigo,Real Sociedad,2.78,3.1,2.52,2.0,1.6,1.75,1.8,1.47,None,1.38,None,2020-10-19,1346
Premier_League,2020-11-01,1630,Manchester United,Arsenal,2.05,3.55,3.2,1.57,2.02,1.5,2.16,1.31,None,1.67,None,2020-10-19,1351
Bundesliga,2020-11-01,1700,Hertha Berlin,Wolfsburgo,2.64,3.3,2.5,1.65,1.91,1.5,2.13,1.47,None,1.42,None,2020-10-19,1337
La_Liga,2020-11-01,1730,Granada CF,Levante,2.04,3.3,3.5,1.91,1.65,1.75,1.8,1.26,None,1.7,None,2020-10-19,1346
Premier_League,2020-11-01,1915,Tottenham,Brighton,1.57,3.95,5.2,1.55,2.05,1.57,2.02,1.13,None,2.2,None,2020-10-19,1351
La_Liga,2020-11-01,2000,Valencia,Getafe,2.8,2.98,2.58,2.35,1.42,1.95,1.61,1.44,None,1.38,None,2020-10-19,1346
Premier_League,2020-11-02,1730,Fulham,West Brom,2.37,3.25,2.86,1.85,1.7,1.65,1.91,1.36,None,1.53,None,2020-10-19,1351
Bundesliga,2020-11-02,1930,Hoffenheim,1. FC Union Berlin,1.75,3.8,4.05,1.53,2.12,1.5,2.16,1.20,None,1.95,None,2020-10-19,1337
Premier_League,2020-11-02,2000,Leeds United,Leicester,2.62,3.35,2.5,1.67,1.88,1.53,2.1,1.47,None,1.42,None,2020-10-19,1351
La_Liga,2020-11-02,2000,Villarreal,Real Valladolid,1.53,3.85,5.95,1.8,1.75,1.83,1.72,1.09,None,2.3,None,2020-10-19,1346
